width,length,type,region,model,height-min,height-max,stories
90.0,22.0,residential,CE,objects/uwespeed/germany/RES_90.0x22.0_0.obj_0.obj,,,2
90.0,25.0,residential,CE,objects/uwespeed/germany/RES_90.0x25.0_0.obj_0.obj,,,2
90.0,28.0,residential,CE,objects/uwespeed/germany/RES_90.0x28.0_0.obj_0.obj,,,2
90.0,31.0,residential,CE,objects/uwespeed/germany/RES_90.0x31.0_0.obj_0.obj,,,2
90.0,34.0,residential,CE,objects/uwespeed/germany/RES_90.0x34.0_0.obj_0.obj,,,2
90.0,37.0,residential,CE,objects/uwespeed/germany/RES_90.0x37.0_0.obj_0.obj,,,2
91.0,10.0,residential,CE,objects/uwespeed/germany/RES_91.0x10.0_0.obj_0.obj,,,2
91.0,13.0,residential,CE,objects/uwespeed/germany/RES_91.0x13.0_0.obj_0.obj,,,2
91.0,16.0,residential,CE,objects/uwespeed/germany/RES_91.0x16.0_0.obj_0.obj,,,2
91.0,19.0,residential,CE,objects/uwespeed/germany/RES_91.0x19.0_0.obj_0.obj,,,2
91.0,22.0,residential,CE,objects/uwespeed/germany/RES_91.0x22.0_0.obj_0.obj,,,2
91.0,25.0,residential,CE,objects/uwespeed/germany/RES_91.0x25.0_0.obj_0.obj,,,2
91.0,28.0,residential,CE,objects/uwespeed/germany/RES_91.0x28.0_0.obj_0.obj,,,2
91.0,31.0,residential,CE,objects/uwespeed/germany/RES_91.0x31.0_0.obj_0.obj,,,2
91.0,34.0,residential,CE,objects/uwespeed/germany/RES_91.0x34.0_0.obj_0.obj,,,2
91.0,37.0,residential,CE,objects/uwespeed/germany/RES_91.0x37.0_0.obj_0.obj,,,2
92.0,10.0,residential,CE,objects/uwespeed/germany/RES_92.0x10.0_0.obj_0.obj,,,2
92.0,13.0,residential,CE,objects/uwespeed/germany/RES_92.0x13.0_0.obj_0.obj,,,2
92.0,16.0,residential,CE,objects/uwespeed/germany/RES_92.0x16.0_0.obj_0.obj,,,2
92.0,19.0,residential,CE,objects/uwespeed/germany/RES_92.0x19.0_0.obj_0.obj,,,2
92.0,22.0,residential,CE,objects/uwespeed/germany/RES_92.0x22.0_0.obj_0.obj,,,2
92.0,25.0,residential,CE,objects/uwespeed/germany/RES_92.0x25.0_0.obj_0.obj,,,2
92.0,28.0,residential,CE,objects/uwespeed/germany/RES_92.0x28.0_0.obj_0.obj,,,2
92.0,31.0,residential,CE,objects/uwespeed/germany/RES_92.0x31.0_0.obj_0.obj,,,2
92.0,34.0,residential,CE,objects/uwespeed/germany/RES_92.0x34.0_0.obj_0.obj,,,2
92.0,37.0,residential,CE,objects/uwespeed/germany/RES_92.0x37.0_0.obj_0.obj,,,2
93.0,10.0,residential,CE,objects/uwespeed/germany/RES_93.0x10.0_0.obj_0.obj,,,2
93.0,13.0,residential,CE,objects/uwespeed/germany/RES_93.0x13.0_0.obj_0.obj,,,2
93.0,16.0,residential,CE,objects/uwespeed/germany/RES_93.0x16.0_0.obj_0.obj,,,2
93.0,19.0,residential,CE,objects/uwespeed/germany/RES_93.0x19.0_0.obj_0.obj,,,2
93.0,22.0,residential,CE,objects/uwespeed/germany/RES_93.0x22.0_0.obj_0.obj,,,2
93.0,25.0,residential,CE,objects/uwespeed/germany/RES_93.0x25.0_0.obj_0.obj,,,2
93.0,28.0,residential,CE,objects/uwespeed/germany/RES_93.0x28.0_0.obj_0.obj,,,2
93.0,31.0,residential,CE,objects/uwespeed/germany/RES_93.0x31.0_0.obj_0.obj,,,2
93.0,34.0,residential,CE,objects/uwespeed/germany/RES_93.0x34.0_0.obj_0.obj,,,2
93.0,37.0,residential,CE,objects/uwespeed/germany/RES_93.0x37.0_0.obj_0.obj,,,2
94.0,10.0,residential,CE,objects/uwespeed/germany/RES_94.0x10.0_0.obj_0.obj,,,2
94.0,13.0,residential,CE,objects/uwespeed/germany/RES_94.0x13.0_0.obj_0.obj,,,2
94.0,16.0,residential,CE,objects/uwespeed/germany/RES_94.0x16.0_0.obj_0.obj,,,2
94.0,19.0,residential,CE,objects/uwespeed/germany/RES_94.0x19.0_0.obj_0.obj,,,2
94.0,22.0,residential,CE,objects/uwespeed/germany/RES_94.0x22.0_0.obj_0.obj,,,2
94.0,25.0,residential,CE,objects/uwespeed/germany/RES_94.0x25.0_0.obj_0.obj,,,2
94.0,28.0,residential,CE,objects/uwespeed/germany/RES_94.0x28.0_0.obj_0.obj,,,2
94.0,31.0,residential,CE,objects/uwespeed/germany/RES_94.0x31.0_0.obj_0.obj,,,2
94.0,34.0,residential,CE,objects/uwespeed/germany/RES_94.0x34.0_0.obj_0.obj,,,2
94.0,37.0,residential,CE,objects/uwespeed/germany/RES_94.0x37.0_0.obj_0.obj,,,2
95.0,10.0,residential,CE,objects/uwespeed/germany/RES_95.0x10.0_0.obj_0.obj,,,2
95.0,13.0,residential,CE,objects/uwespeed/germany/RES_95.0x13.0_0.obj_0.obj,,,2
95.0,16.0,residential,CE,objects/uwespeed/germany/RES_95.0x16.0_0.obj_0.obj,,,2
95.0,19.0,residential,CE,objects/uwespeed/germany/RES_95.0x19.0_0.obj_0.obj,,,2
95.0,22.0,residential,CE,objects/uwespeed/germany/RES_95.0x22.0_0.obj_0.obj,,,2
95.0,25.0,residential,CE,objects/uwespeed/germany/RES_95.0x25.0_0.obj_0.obj,,,2
95.0,28.0,residential,CE,objects/uwespeed/germany/RES_95.0x28.0_0.obj_0.obj,,,2
95.0,31.0,residential,CE,objects/uwespeed/germany/RES_95.0x31.0_0.obj_0.obj,,,2
95.0,34.0,residential,CE,objects/uwespeed/germany/RES_95.0x34.0_0.obj_0.obj,,,2
95.0,37.0,residential,CE,objects/uwespeed/germany/RES_95.0x37.0_0.obj_0.obj,,,2
96.0,10.0,residential,CE,objects/uwespeed/germany/RES_96.0x10.0_0.obj_0.obj,,,2
96.0,13.0,residential,CE,objects/uwespeed/germany/RES_96.0x13.0_0.obj_0.obj,,,2
96.0,16.0,residential,CE,objects/uwespeed/germany/RES_96.0x16.0_0.obj_0.obj,,,2
96.0,19.0,residential,CE,objects/uwespeed/germany/RES_96.0x19.0_0.obj_0.obj,,,2
96.0,22.0,residential,CE,objects/uwespeed/germany/RES_96.0x22.0_0.obj_0.obj,,,2
96.0,25.0,residential,CE,objects/uwespeed/germany/RES_96.0x25.0_0.obj_0.obj,,,2
96.0,28.0,residential,CE,objects/uwespeed/germany/RES_96.0x28.0_0.obj_0.obj,,,2
96.0,31.0,residential,CE,objects/uwespeed/germany/RES_96.0x31.0_0.obj_0.obj,,,2
96.0,34.0,residential,CE,objects/uwespeed/germany/RES_96.0x34.0_0.obj_0.obj,,,2
96.0,37.0,residential,CE,objects/uwespeed/germany/RES_96.0x37.0_0.obj_0.obj,,,2
97.0,10.0,residential,CE,objects/uwespeed/germany/RES_97.0x10.0_0.obj_0.obj,,,2
97.0,13.0,residential,CE,objects/uwespeed/germany/RES_97.0x13.0_0.obj_0.obj,,,2
97.0,16.0,residential,CE,objects/uwespeed/germany/RES_97.0x16.0_0.obj_0.obj,,,2
97.0,19.0,residential,CE,objects/uwespeed/germany/RES_97.0x19.0_0.obj_0.obj,,,2
97.0,22.0,residential,CE,objects/uwespeed/germany/RES_97.0x22.0_0.obj_0.obj,,,2
97.0,25.0,residential,CE,objects/uwespeed/germany/RES_97.0x25.0_0.obj_0.obj,,,2
97.0,28.0,residential,CE,objects/uwespeed/germany/RES_97.0x28.0_0.obj_0.obj,,,2
97.0,31.0,residential,CE,objects/uwespeed/germany/RES_97.0x31.0_0.obj_0.obj,,,2
97.0,34.0,residential,CE,objects/uwespeed/germany/RES_97.0x34.0_0.obj_0.obj,,,2
97.0,37.0,residential,CE,objects/uwespeed/germany/RES_97.0x37.0_0.obj_0.obj,,,2
98.0,10.0,residential,CE,objects/uwespeed/germany/RES_98.0x10.0_0.obj_0.obj,,,2
98.0,13.0,residential,CE,objects/uwespeed/germany/RES_98.0x13.0_0.obj_0.obj,,,2
98.0,16.0,residential,CE,objects/uwespeed/germany/RES_98.0x16.0_0.obj_0.obj,,,2
98.0,19.0,residential,CE,objects/uwespeed/germany/RES_98.0x19.0_0.obj_0.obj,,,2
98.0,22.0,residential,CE,objects/uwespeed/germany/RES_98.0x22.0_0.obj_0.obj,,,2
98.0,25.0,residential,CE,objects/uwespeed/germany/RES_98.0x25.0_0.obj_0.obj,,,2
98.0,28.0,residential,CE,objects/uwespeed/germany/RES_98.0x28.0_0.obj_0.obj,,,2
98.0,31.0,residential,CE,objects/uwespeed/germany/RES_98.0x31.0_0.obj_0.obj,,,2
98.0,34.0,residential,CE,objects/uwespeed/germany/RES_98.0x34.0_0.obj_0.obj,,,2
98.0,37.0,residential,CE,objects/uwespeed/germany/RES_98.0x37.0_0.obj_0.obj,,,2
99.0,10.0,residential,CE,objects/uwespeed/germany/RES_99.0x10.0_0.obj_0.obj,,,2
99.0,13.0,residential,CE,objects/uwespeed/germany/RES_99.0x13.0_0.obj_0.obj,,,2
99.0,16.0,residential,CE,objects/uwespeed/germany/RES_99.0x16.0_0.obj_0.obj,,,2
99.0,19.0,residential,CE,objects/uwespeed/germany/RES_99.0x19.0_0.obj_0.obj,,,2
99.0,22.0,residential,CE,objects/uwespeed/germany/RES_99.0x22.0_0.obj_0.obj,,,2
99.0,25.0,residential,CE,objects/uwespeed/germany/RES_99.0x25.0_0.obj_0.obj,,,2
99.0,28.0,residential,CE,objects/uwespeed/germany/RES_99.0x28.0_0.obj_0.obj,,,2
99.0,31.0,residential,CE,objects/uwespeed/germany/RES_99.0x31.0_0.obj_0.obj,,,2
99.0,34.0,residential,CE,objects/uwespeed/germany/RES_99.0x34.0_0.obj_0.obj,,,2
99.0,37.0,residential,CE,objects/uwespeed/germany/RES_99.0x37.0_0.obj_0.obj,,,2
